"190",25000,5,7,2,1,2,18,55,67
"191",27000,5,1,2,1,2,18,47,61
"192",5000,5,4,2,1,2,12,62,64
"194",70000,5,2,2,1,2,16,52,62
"195",5000,5,3,2,1,2,12,50,63
"196",5000,5,8,1,1,2,16,66,68
"199",20000,5,4,2,1,2,15,64,64
"200",4000,6,0,1,1,2,15,69,72
"202",60000,5,4,2,1,2,16,55,64
"203",5000,5,1,2,1,2,13,59,61
"204",30000,6,2,1,1,2,12,52,74
"205",70000,5,10,1,1,2,14,55,70
"207",50000,5,11,1,1,2,16,49,71
"208",44000,5,3,2,1,2,12,51,63
"212",30000,5,4,2,1,2,14,47,64
"217",10000,5,2,2,1,2,16,50,62
"218",23000,5,10,2,1,2,17,48,70
"220",45000,5,11,1,1,2,17,28,71
"221",15000,5,11,1,1,2,14,59,71
"223",4000,5,10,2,1,2,14,19,70
"224",17000,5,7,1,1,2,14,59,67
"225",30000,5,4,2,1,2,12,58,64
"226",27500,5,7,2,1,2,12,60,67
"227",5688,5,2,2,1,2,8,21,62
"228",18000,5,2,2,1,1,13,34,62
"232",43000,5,8,1,2,2,13,46,68
"233",32000,5,2,2,2,2,14,46,62
"236",10000,5,8,2,2,2,18,34,68
"240",60000,6,2,1,1,2,13,45,74
"244",21000,5,8,2,4,2,12,40,68
"245",2400,5,2,2,1,2,16,68,62
"248",1000,5,6,2,1,2,15,62,66
"249",27000,5,8,1,1,2,12,63,68
"250",6600,5,0,2,1,1,14,62,60
"252",16000,5,8,1,1,2,8,47,68
"253",90000,6,0,1,1,2,12,64,72
"254",8000,5,6,2,1,2,12,48,66
"255",20000,5,8,1,1,2,10,58,68
"256",15000,5,8,2,1,2,12,72,68
"257",12000,5,9,2,1,2,12,30,69
"259",24000,5,4,2,1,2,16,44,64
"260",20000,5,5,2,1,2,14,51,65
"262",19000,5,1,2,1,2,12,44,61
"264",10000,6,0,1,1,2,12,41,72
"265",40000,5,6,2,1,2,16,56,66
"273",25000,5,8,1,1,2,14,26,68
"274",25000,5,10,1,1,2,12,66,70
"275",25000,5,11,1,1,2,14,58,71
"276",19000,5,11,1,1,2,16,29,71
"277",44000,5,8,1,1,2,16,42,68
"280",15000,5,0,2,1,2,14,41,60
"281",17000,5,3,2,1,2,12,54,63
"282",24000,5,8,1,1,2,12,34,68
"284",23000,5,4,2,1,2,12,53,64
"285",13000,5,10,1,1,2,12,16,70
"288",65000,5,8,1,1,2,16,44,68
"289",7000,5,1,2,1,2,12,27,61
"291",40000,5,8,1,1,2,18,27,68
"292",15000,5,6,2,1,2,17,47,66
"293",20000,5,10,1,1,2,16,65,70
"296",20000,5,11,1,1,2,12,40,71
"298",20000,5,5,2,1,2,12,48,65
"299",25000,5,6,2,1,2,12,41,66
"301",49000,5,10,1,1,2,13,53,70
"306",25000,5,2,2,1,2,12,25,62
"311",11000,5,6,2,1,2,14,33,66
"312",16000,5,1,2,1,2,15,52,61
"313",35000,6,0,1,1,2,14,47,72
"314",125000,6,2,1,1,2,18,45,74
"315",23000,5,7,2,1,2,12,43,67
"316",17000,5,6,2,1,2,16,62,66
"318",27000,5,2,2,1,2,12,49,62
"319",70000,6,0,1,1,2,14,58,72
"320",35000,5,5,2,1,2,15,43,65
"321",10000,5,0,2,1,2,12,28,60
"323",35000,5,2,2,1,2,15,51,62
"324",15000,5,6,2,1,2,12,52,66
"325",12000,5,4,2,1,2,12,51,64
"326",8000,5,11,1,1,2,12,22,71
"327",8000,5,5,2,1,2,12,40,65
"328",35000,6,1,1,1,2,18,40,73
"329",45000,5,9,1,1,2,11,39,69
"334",15000,5,4,2,1,2,14,68,64
"335",15000,5,1,2,1,2,12,13,61
"337",24000,5,7,2,1,2,18,39,67
"338",25000,5,2,2,1,2,13,58,62
"340",25000,5,3,2,2,2,14,36,63
"341",20000,5,7,1,3,2,10,62,67
"342",24000,5,8,2,1,2,12,66,68
"343",44000,6,0,1,1,2,16,44,72
"344",69000,5,10,1,1,2,12,52,70
"345",62000,5,10,1,1,2,18,46,70
"347",32000,5,7,1,2,2,14,58,67
"348",20000,5,3,2,2,2,12,57,63
"349",32000,5,6,2,3,2,18,55,66
"350",25000,5,6,2,1,2,17,40,66
"351",170000,5,11,1,1,2,18,45,71
"354",35000,5,7,1,1,2,16,57,67
"355",40000,6,4,1,2,2,16,52,76
"356",33000,5,9,1,1,2,14,60,69
"357",18000,5,5,2,1,2,12,68,65
"360",30000,5,2,2,1,2,13,47,62
"361",26000,5,2,2,1,2,12,59,62
"362",5000,5,2,2,1,2,12,69,62
"364",20000,5,2,2,1,2,16,17,62
"367",17000,5,1,2,1,2,12,60,61
"368",32000,5,5,2,1,2,14,62,65
"369",15000,6,0,1,1,2,14,68,72
"371",50000,6,0,1,1,2,14,35,72
"372",8000,5,4,2,1,2,12,51,64
"373",40000,5,11,1,1,2,14,39,71
"374",40000,6,0,1,1,2,15,49,72
"375",32750,5,6,1,1,2,12,56,66
"377",20000,5,5,2,1,2,14,21,65
"378",36000,5,5,2,2,2,15,51,65
"379",6000,5,2,2,1,2,12,26,62
"380",12000,5,6,2,2,1,14,56,66
"382",60000,5,7,1,1,2,14,27,67
"383",40000,5,4,2,1,2,13,46,64
"385",43000,5,3,2,1,2,12,52,63
"386",45000,5,7,2,1,2,16,56,67
"387",6000,5,8,2,1,2,18,51,68
"388",8000,5,4,2,4,2,10,8,64
"389",20000,5,4,2,2,2,13,51,64
"391",17000,5,6,1,2,2,12,67,66
"392",2000,5,5,2,1,2,12,58,65
"393",65000,5,5,1,1,2,12,62,65
"394",50000,6,0,1,1,2,12,49,72
"398",11000,5,8,2,1,2,12,52,68
"399",35000,6,2,1,1,2,18,60,74
"400",27000,5,3,1,1,2,12,57,63
"401",3500,5,4,2,1,2,12,29,64
"403",42000,5,8,1,1,2,12,53,68
"405",20000,5,7,2,1,2,18,61,67
"406",15000,5,7,2,1,2,12,61,67
"407",10000,6,1,1,1,2,12,69,73
"409",6000,5,10,1,1,2,8,12,70
"412",17000,5,5,2,1,1,16,67,65
"414",35000,5,9,1,1,1,16,25,69
"415",28000,6,5,1,1,2,14,62,77
"416",15000,5,8,2,1,2,12,57,68
"417",20000,5,2,2,1,2,17,66,62
"418",20000,5,4,2,1,2,12,61,64
"420",10500,5,7,1,3,1,12,48,67
"421",13000,5,10,1,1,2,16,68,70
"422",10000,5,2,2,1,2,12,38,62
"423",3000,5,3,2,1,2,12,53,63
"424",24000,5,2,2,1,2,14,61,62
"426",17000,5,9,2,1,2,13,55,69
"427",11000,5,4,2,1,2,12,42,64
"429",32000,5,9,2,1,2,14,50,69
"430",17000,4,11,2,1,2,15,64,59
"435",3000,5,6,2,4,2,12,55,66
"440",2100,5,2,2,2,2,12,69,62
"447",3192,6,3,1,2,2,11,56,75
"449",17000,5,3,2,1,2,17,64,63
"450",30000,5,5,2,1,2,13,62,65
"451",15000,5,10,1,1,2,12,58,70
"454",24000,5,8,2,1,2,16,48,68
"455",10000,5,5,2,1,2,14,23,65
"456",50000,5,9,1,1,2,8,37,69
"458",50000,6,0,1,1,2,16,37,72
"460",20000,5,4,2,1,2,17,41,64
"461",30000,5,3,2,1,1,18,36,63
"468",22000,6,1,2,1,2,14,45,73
"470",27000,6,3,1,1,2,12,66,75
"471",4000,5,5,2,1,2,12,52,65
"473",17500,5,6,2,1,2,17,64,66
"474",16500,5,6,2,1,2,14,62,66
"476",28000,5,4,2,1,2,16,51,64
"477",52000,5,6,2,1,2,18,40,66
"478",15000,5,4,2,1,2,16,61,64
"479",19000,5,3,2,1,2,13,58,63
"483",27000,6,1,1,1,2,12,67,73
"484",15000,6,0,1,1,2,8,32,72
"487",15000,6,0,1,1,2,14,57,72
"488",14500,5,4,2,1,2,12,35,64
"491",24000,5,4,2,1,2,13,60,64
"495",18000,5,8,1,1,2,15,54,68
"496",4000,5,2,2,1,2,12,22,62
"498",4000,5,9,2,1,2,13,33,69
"500",700,5,0,2,1,2,12,54,60
"502",24000,5,5,2,1,2,12,99,65
"504",27000,6,4,1,1,2,12,51,76
"505",12000,6,0,2,1,2,12,55,72
"506",22000,5,2,2,1,2,18,43,62
"507",30000,5,2,2,1,2,13,54,62
"509",35000,5,11,1,1,2,12,29,71
"510",20000,6,2,1,1,2,12,48,74
"511",32000,5,5,2,1,2,16,58,65
"512",6000,5,3,2,4,2,12,59,63
"513",12000,5,7,2,1,2,12,51,67
"515",10000,5,3,2,1,2,12,59,63
"516",1000,5,5,2,1,2,12,72,65
"517",12000,5,4,2,1,2,15,19,64
"518",16000,5,5,2,1,2,12,54,65
"521",25000,5,3,2,1,2,16,57,63
"522",25000,5,10,2,1,2,12,63,70
"523",32000,5,8,1,1,2,12,60,68
"525",35000,5,7,1,1,2,14,47,67
"528",6000,5,5,2,1,2,12,62,65
"529",80000,5,9,1,1,2,14,46,69
"530",20000,5,8,2,1,2,14,65,68
"531",1000,5,6,2,1,2,17,52,66
"532",28000,5,11,1,1,1,13,52,71
"533",26000,5,4,1,1,1,16,67,64
"534",27000,6,2,1,1,2,12,66,74
"535",18000,5,2,2,1,2,13,49,62
"536",2000,5,5,2,1,2,12,31,65
"537",20000,5,9,1,1,2,12,24,69
"541",6000,5,6,2,1,2,16,42,66
"549",25000,5,7,1,1,2,11,27,67
"550",12000,6,1,1,1,2,12,61,73
"553",12000,6,4,1,1,2,12,33,76
"554",30000,5,10,1,1,2,14,14,70
"556",4000,5,3,2,2,2,15,68,63
"558",26000,5,3,2,2,2,13,53,63
"563",23000,5,10,1,2,2,12,55,70
"564",21000,5,11,1,1,2,12,57,71
"565",25000,5,5,2,1,2,12,28,65
"566",18000,5,10,1,1,2,16,15,70
"567",4000,5,3,2,1,2,13,46,63
"568",23900,5,4,2,1,2,12,68,64
"570",35000,5,4,2,1,2,18,50,64
"571",26000,5,7,1,1,2,14,60,67
"572",25000,5,6,1,1,2,16,54,66
"573",23500,5,8,2,1,2,13,63,68
"574",12000,5,5,2,1,2,12,68,65
"575",15000,5,7,2,1,2,12,70,67
"577",3000,6,1,1,1,2,17,67,73
"580",6000,5,4,2,1,2,12,23,64
"581",14000,5,11,1,1,2,12,21,71
"582",15000,5,3,2,1,2,16,59,63
"583",175000,5,11,1,1,2,16,42,71
"586",1000,6,1,1,1,2,18,65,73
"587",10000,5,5,2,1,2,14,27,65
"588",45000,5,6,1,1,2,13,8,66
"589",15000,5,6,2,1,2,12,9,66
"592",20000,4,11,2,1,2,13,49,59
"595",35000,5,10,1,1,2,16,60,70
"596",40000,6,0,1,1,2,16,62,72
"597",35000,5,4,2,1,2,12,18,64
"599",50000,5,6,2,1,2,16,36,66
"600",1e+05,5,10,1,1,2,18,33,70
"602",35000,5,9,1,1,2,13,62,69
"604",24000,5,8,2,1,2,12,55,68
"609",35000,6,2,1,1,2,17,47,74
"611",38000,6,1,1,1,2,16,16,73
"616",30000,5,7,1,1,2,12,38,67
"617",5000,5,4,2,1,1,12,51,64
"618",148000,5,7,1,1,2,18,52,67
"619",30000,5,10,1,1,2,12,58,70
"620",6500,5,4,2,1,2,15,59,64
"621",3000,5,2,2,1,2,16,53,62
"624",23000,5,9,1,1,2,18,21,69
"629",40000,5,8,1,1,2,17,49,68
"630",30000,6,0,1,1,2,14,51,72
"632",14000,5,3,2,1,2,12,53,63
"633",15000,5,9,2,1,2,12,56,69
"634",26000,5,4,2,1,2,18,54,64
"635",8000,5,11,2,1,2,12,65,71
"636",24000,5,4,2,2,2,16,63,64
"641",5124,5,6,1,1,2,8,23,66
"642",10000,5,1,2,1,2,15,65,61
"646",12000,5,8,2,1,2,16,58,68
"650",50000,5,8,1,1,2,17,56,68
"652",23000,5,4,2,1,2,13,64,64
"660",40000,5,6,1,2,2,14,56,66
"661",6000,5,2,2,2,2,13,64,62
"663",5000,5,5,2,2,2,16,60,65
"667",110000,5,6,1,1,2,18,53,66
"669",41000,6,0,1,1,1,13,58,72
"671",23000,5,3,2,1,2,13,12,63
"674",21000,5,10,1,1,2,12,67,70
"675",4000,5,2,2,1,2,12,61,62
"676",25000,5,11,1,1,2,12,54,71
"677",30000,5,10,1,1,2,18,44,70
"678",14000,5,4,2,1,2,11,39,64
"679",6000,5,3,2,1,2,12,55,63
"680",14000,5,5,2,1,2,12,44,65
"681",43000,5,11,1,1,2,12,63,71
"682",25000,5,2,2,1,2,15,57,62
"683",40000,6,1,1,1,2,12,24,73
"685",65000,5,8,1,1,2,17,50,68
"686",16000,6,4,1,1,2,15,58,76
"690",8000,5,6,2,1,2,12,19,66
"691",20000,5,4,2,1,2,15,51,64
"692",14000,5,0,2,1,2,14,18,60
"693",45000,5,8,1,1,2,12,16,68
"694",8000,5,1,2,1,2,11,18,61
"696",12000,5,6,1,1,2,12,62,66
"697",8000,5,3,2,1,2,14,59,63
"698",16000,5,3,2,1,2,15,58,63
"700",6000,6,2,1,1,2,15,17,74
"703",19000,5,10,1,1,2,12,58,70
"704",21000,5,8,2,1,2,13,51,68
"705",43000,5,10,2,1,2,18,44,70
"706",35000,5,9,1,1,2,15,69,69
"707",8000,5,10,1,1,2,10,15,70
"708",21000,5,3,2,1,2,14,49,63
"709",5800,5,5,2,1,2,12,60,65
"710",17000,5,9,1,1,2,12,44,69
"713",24000,5,8,1,1,2,14,41,68
"714",5000,5,2,2,1,2,11,19,62
"716",11000,5,6,2,1,2,12,67,66
"717",10000,5,5,1,1,2,13,63,65
"718",40000,5,10,1,1,2,14,54,70
"721",40000,5,10,1,1,2,12,43,70
"722",24000,5,6,2,2,2,14,61,66
"726",24000,5,8,1,1,2,16,64,68
"727",20000,5,8,1,1,2,16,57,68
"730",60000,5,10,1,1,2,18,40,70
"731",11000,5,5,2,1,2,13,43,65
"732",5000,5,4,2,1,2,15,50,64
"736",27000,5,5,2,1,2,16,60,65
"737",89000,6,5,1,1,2,16,49,77
"738",40000,5,10,1,1,2,14,62,70
"739",15000,5,4,2,1,2,16,64,64
"740",1000,5,4,2,1,2,14,70,64
"743",22000,5,4,2,1,2,12,30,64
"744",12000,5,4,2,1,2,8,42,64
"745",22000,5,3,2,1,2,16,62,63
"746",40000,4,10,2,2,2,12,34,58
"750",40000,5,2,2,1,2,16,46,62
"752",35000,5,4,2,1,1,14,37,64
"753",7000,5,4,2,1,2,12,62,64
"755",14000,5,2,2,1,2,12,53,62
"757",15000,5,4,2,1,2,12,34,64
"760",6000,5,6,2,1,2,13,56,66
"761",11000,5,9,2,2,2,12,49,69
"763",10000,5,4,2,1,2,13,59,64
"766",20000,5,11,1,1,2,14,49,71
"768",7000,5,2,2,1,2,12,17,62
"769",38000,5,8,1,1,2,9,44,68
"770",29000,5,8,1,1,2,9,32,68
"771",20000,5,2,2,1,2,10,46,62
"772",8000,5,3,2,1,2,12,33,63
"773",36000,5,9,1,1,2,16,39,69
"774",1500,5,7,2,1,2,12,46,67
"775",42000,5,4,2,1,2,18,61,64
"777",25000,5,10,1,1,2,12,68,70
"780",13000,5,9,1,1,2,10,70,69
"785",30000,5,9,1,2,2,11,39,69
"786",7000,5,9,1,1,2,12,67,69
"788",31000,5,0,2,2,2,12,42,60
"789",15000,5,6,2,2,2,12,48,66
"791",50000,5,7,1,1,2,16,41,67
"793",5000,5,6,1,1,2,15,70,66
"795",600,5,10,2,2,2,12,72,70
"796",14000,5,4,2,2,2,8,39,64
"798",40000,5,0,2,3,2,18,55,60
"799",24000,5,8,1,1,2,18,54,68
"801",22000,6,1,1,2,2,12,66,73
"802",20000,6,0,1,1,2,8,54,72
"803",20112,5,4,2,1,2,12,52,64
"804",12000,5,7,1,1,2,13,23,67
"808",41000,5,7,2,1,2,13,50,67
"809",13000,5,11,1,2,2,9,40,71
"811",60000,6,1,1,1,2,16,59,73
"812",24000,5,10,1,1,2,16,65,70
"813",38000,5,10,1,1,2,16,54,70
"814",3000,5,11,2,1,2,14,63,71
"815",13000,5,6,2,1,2,12,60,66
"816",5000,6,3,1,1,2,12,69,75
"817",20000,5,0,2,1,2,14,53,60
"818",22000,6,0,1,1,2,12,62,72
"821",28000,6,3,1,2,2,9,35,75
"822",22000,5,0,2,1,2,12,49,60
"823",30000,6,1,1,2,2,12,46,73
"825",30000,5,5,2,2,2,12,58,65
"828",30000,5,7,1,1,2,16,59,67
"829",32000,5,1,2,1,2,12,21,61
"830",26000,5,9,2,1,2,17,47,69
"831",22000,5,4,2,1,2,14,56,64
"833",25000,5,10,1,1,2,12,57,70
"834",11000,5,8,2,1,2,10,66,68
"836",13000,5,2,2,1,2,12,37,62
"837",10000,5,4,2,1,2,15,48,64
"840",12000,5,8,2,1,2,12,45,68
"843",7000,5,4,2,1,2,11,26,64
"844",57000,6,1,1,1,2,14,53,73
"845",36000,6,1,1,1,2,16,53,73
"846",29000,5,9,1,1,1,14,61,69
"847",8000,5,8,2,1,2,13,71,68
"848",3000,5,11,1,2,2,11,72,71
"851",20000,5,6,2,1,2,16,49,66
"853",33000,5,6,1,1,2,12,33,66
"854",15000,5,8,2,1,1,12,22,68
"855",16000,5,10,1,1,2,12,57,70
"856",5000,5,2,2,1,2,12,12,62
"857",8000,5,6,2,1,2,14,47,66
"858",32000,5,3,2,2,2,16,56,63
"859",14500,6,3,1,1,2,12,66,75
"860",13000,5,7,2,1,2,12,61,67
"865",7000,5,3,2,1,2,9,65,63
"866",50000,5,5,2,2,2,18,25,65
"867",12000,5,9,2,2,2,12,55,69
"868",19000,5,11,1,1,2,14,29,71
"870",9000,5,2,2,1,2,12,35,62
"872",20000,5,5,2,2,2,12,55,65
"873",55000,6,0,1,1,1,18,55,72
"877",10000,5,5,2,1,2,12,50,65
"880",13000,5,3,2,1,2,12,71,63
"882",20000,5,4,2,1,2,13,59,64
"884",30000,6,0,1,1,2,12,64,72
"885",12000,5,4,2,1,2,12,56,64
"886",26000,5,10,2,1,2,13,57,70
"887",12500,5,5,2,1,2,12,63,65
"888",8000,5,4,2,1,2,12,61,64
"889",15000,5,4,2,1,1,16,58,64
"890",65000,5,7,1,1,2,14,65,67
"891",25000,6,1,1,1,2,10,69,73
"892",8000,6,1,1,1,1,14,69,73
"893",15000,5,5,1,3,2,14,69,65
"894",12000,5,4,2,1,2,16,50,64
"896",35000,5,7,2,2,2,13,53,67
"897",40000,5,7,1,1,2,16,59,67
"899",29000,6,2,1,1,2,12,68,74
"903",15000,5,3,2,1,2,13,59,63
"904",20000,6,2,1,1,2,12,54,74
"905",3000,6,2,1,2,2,6,28,74
"906",1000,5,3,2,2,2,16,71,63
"907",8000,5,2,2,2,2,11,67,62
"908",5000,5,2,2,1,2,12,72,62
"909",25000,5,7,2,1,2,16,63,67
"911",20000,5,9,1,1,2,12,33,69
"913",30000,6,1,1,1,2,12,56,73
"914",12000,5,3,2,1,2,12,55,63
"922",10000,5,7,2,1,2,14,58,67
"923",16000,5,9,1,1,2,12,71,69
"924",45000,5,11,1,1,2,12,61,71
"925",40000,6,0,1,1,2,14,36,72
"929",25000,5,10,1,1,2,14,9,70
"930",19000,5,4,2,1,2,14,38,64
"931",17600,5,4,2,1,2,16,60,64
"932",7000,5,8,1,1,2,12,23,68
"933",30000,6,2,1,1,2,12,58,74
"934",18000,5,2,2,1,2,11,43,62
"936",25000,5,5,2,1,2,16,43,65
"938",6000,5,0,2,1,2,5,28,60
"939",70000,5,9,1,1,2,18,48,69
"940",15000,5,1,2,3,2,16,56,61
"942",25000,5,5,2,1,2,17,57,65
"943",35000,5,6,2,1,2,16,62,66
"944",18000,5,10,1,1,2,16,66,70
"945",28000,6,0,1,2,2,15,60,72
"948",15000,5,4,2,1,1,11,69,64
"949",22000,5,11,1,1,1,14,62,71
"951",35000,6,1,1,1,2,12,60,73
"952",18000,5,4,2,2,2,15,44,64
"953",35000,5,8,1,1,2,14,53,68
"954",16400,5,4,2,2,2,12,69,64
"955",22000,5,6,1,2,2,16,53,66
"956",30000,5,7,2,1,2,16,32,67
"957",17000,5,4,2,1,1,12,63,64
"958",25000,5,4,2,2,2,14,54,64
"959",10000,5,2,2,1,2,12,39,62
"960",40000,5,9,1,1,2,12,53,69
"961",12500,5,3,2,1,2,12,27,63
"965",35000,6,0,1,1,2,15,45,72
"967",105000,6,3,1,1,2,12,41,75
"969",1e+05,5,10,1,1,2,18,50,70
"971",21000,5,9,1,1,2,12,39,69
"972",10000,5,4,2,1,2,14,34,64
"973",33000,6,0,1,1,2,12,64,72
"974",26000,5,9,1,1,2,18,65,69
"975",60000,5,3,2,1,2,10,12,63
"978",18000,5,11,1,1,2,16,45,71
"980",15000,4,11,2,1,2,8,29,59
"981",5000,5,8,1,1,2,13,70,68
"983",60000,6,5,1,1,2,17,48,77
"984",12000,5,8,2,1,2,14,21,68
"985",28000,5,10,1,2,2,18,52,70
"986",42000,5,9,1,1,2,18,47,69
"987",2000,5,3,2,1,2,12,57,63
"989",20000,6,1,1,2,2,18,57,73
"990",28000,5,6,1,3,2,15,50,66
"991",10000,6,0,1,2,2,17,28,72
"993",31000,6,0,1,2,2,12,59,72
"994",17000,5,9,2,2,2,13,53,69
"995",16000,5,7,2,1,2,12,51,67
"996",35000,5,6,2,1,2,15,52,66
"997",3000,5,7,2,1,2,12,64,67
"1001",16000,5,8,2,1,2,18,51,68
"1002",35000,5,5,2,2,2,15,48,65
"1003",27000,5,2,2,2,2,17,57,62
"1004",25000,5,9,1,1,2,17,61,69
"1006",40000,5,10,1,1,2,16,49,70
"1007",45000,5,6,2,1,2,16,47,66
"1008",14000,5,6,1,1,2,12,67,66
"1010",25000,5,6,2,1,2,14,53,66
"1012",40000,6,0,1,1,2,12,48,72
"1015",34000,5,9,1,1,2,12,55,69
"1016",40000,5,6,1,1,2,12,56,66
"1018",35000,5,9,1,1,2,14,62,69
"1019",12000,5,0,2,1,1,12,39,60
"1020",30000,5,5,2,1,2,17,47,65
"1021",23000,5,2,2,1,2,12,50,62
"1022",2000,5,7,2,1,2,12,60,67
"1023",20000,5,7,1,1,2,14,65,67
"1024",10000,5,8,2,2,2,9,28,68
"1030",60000,5,6,2,2,2,16,47,66
"1031",12000,6,2,1,2,2,16,49,74
"1032",25000,5,5,2,1,2,18,29,65
"1033",22000,5,3,2,2,2,14,17,63
"1035",8000,5,8,1,1,2,17,65,68
"1037",2000,5,6,2,1,2,16,69,66
"1040",18600,5,5,2,1,2,16,64,65
"1041",20000,5,2,2,1,2,14,70,62
"1042",1e+05,6,1,1,1,2,18,53,73
"1043",50000,5,2,2,1,2,15,50,62
"1044",27000,5,10,1,1,2,12,48,70
"1045",1000,4,10,2,2,2,12,32,58
"1046",18000,5,8,1,1,2,12,70,68
"1047",17000,5,7,2,1,2,14,67,67
"1048",10000,5,4,2,1,2,12,16,64
"1051",14000,5,10,1,1,2,14,55,70
"1052",7200,6,0,1,1,2,14,24,72
"1055",33000,5,3,2,1,2,17,51,63
"1056",23000,5,6,1,1,2,12,56,66
"1057",10000,5,5,2,1,2,12,49,65
"1058",22000,5,1,1,1,2,12,66,61
"1059",13000,5,1,2,1,1,12,71,61
"1060",33000,5,7,2,1,2,12,59,67
"1061",36000,6,1,1,1,2,12,54,73
"1063",10000,5,11,2,2,2,14,58,71
"1064",6000,5,4,2,1,2,12,30,64
"1066",12000,5,7,2,1,2,12,47,67
"1067",10000,5,2,2,1,2,11,43,62
"1068",21000,5,7,2,1,2,12,45,67
"1069",26000,5,9,1,1,2,12,58,69
"1070",22000,5,6,2,2,2,12,40,66
"1071",23000,5,6,2,2,2,15,36,66
